id,doi,title,year,abstract,authors_raw,authors_id,authors_affiliations,keywords_raw,keywords_id,references_doi,source,language,is_seed
W1539308977,10.4324/9781849771771,Just Sustainabilities,2012,"Introduction: Joined-Up Thinking: Bringing Together Sustainability, Environmental Justice and Equity * Part 1 - Some Theories and Concepts: Environmental Space, Equity and the Ecological Debt * Neo-Liberalism, Globalization and the Struggle for Ecological Democracy: Linking Sustainability and Environmental Justice * Inequality and Community and the Challenge to Modernization: Evidence from the Nuclear Oases * Part 2 - Challenges: Social Justice and Environmental Sustainability: Ne'er the Twain Shall Meet * Part 3 - Cities, Communities and Social and Environmental Justice: When Consumption Does Violence: Can there be Sustainability and Environmental Justice in a Resource-Limited World? * Race, Politics and Pollution: Environmental Justice in the Mississippi River Chemical Corridor * Identity, Place and Communities of Resistance * Environmental Justice in State Policy Decisions * Part 4 - Selected Regional Perspectives on Sustainability and Environmental Justice: Sustainability and Equity: Reflection of a Local Government Practitioner in Southern Africa * Mining Conflicts, Environmental Justice and Valuation * Women and Environmental Justice in South Asia * Maori Kaupapa and the Inseparability of Social and Environmental Justice: An Analysis of Bioprospecting and a People's Resistance to Biocultural Assimilation * Political Economy of Petroleum Resources Development, Environmental Injustice and Selective Victimization: A Case Study of the Niger Delta Region of Nigeria * Environmental Protection, Economic Growth and Environmental Justice: Are They Compatible in Central and Eastern Europe? * the Campaign for Environmental Justice in Scotland as a Response to Poverty in a Northern Nation * Conclusion: Towards Just Sustainabilities: Perspectives and Possibilities * Index",,,,Psychology,psychology,,,en,False
W4403094069,10.1016/j.landusepol.2024.107378,Ecological unequal exchange: Evidence from imbalanced cropland soil erosion and agricultural value-added embodied in global agricultural trade,2024,,Guangyi Zhai; Keke Li; Huwei Cui; Zhen Wang; Ling Wang; Shuxia Yu; Zhihua Shi,A5114239456; A5100764802; A5005960026; A5100703397; A5100398679; A5015878848; A5066117382,Huazhong Agricultural University (CN); Huazhong Agricultural University (CN); Shanxi Academy of Building Research (CN); Huazhong Agricultural University (CN); Huazhong Agricultural University (CN); Huazhong Agricultural University (CN); Huazhong Agricultural University (CN),Agriculture; Value (mathematics); Ecology; Natural resource economics; Erosion; Agroforestry; Economics; Geography; Environmental science; Biology,agriculture; value; ecology; natural-resource-economics; erosion; agroforestry; economics; geography; environmental-science; biology,https://openalex.org/W1756771308; https://openalex.org/W1994291694; https://openalex.org/W1999687518; https://openalex.org/W1999800292; https://openalex.org/W2010497130; https://openalex.org/W2011487104; https://openalex.org/W2015576035; https://openalex.org/W2050901796; https://openalex.org/W2085959640; https://openalex.org/W2094119292; https://openalex.org/W2137538574; https://openalex.org/W2761050322; https://openalex.org/W2770259518; https://openalex.org/W2772366318; https://openalex.org/W2782111327; https://openalex.org/W2784325229; https://openalex.org/W2803186374; https://openalex.org/W2889413447; https://openalex.org/W2901680960; https://openalex.org/W2954095111; https://openalex.org/W2964767065; https://openalex.org/W3027625958; https://openalex.org/W3042715654; https://openalex.org/W3081374149; https://openalex.org/W3082861471; https://openalex.org/W3092296592; https://openalex.org/W3107063072; https://openalex.org/W3128603360; https://openalex.org/W3136167071; https://openalex.org/W3139350080; https://openalex.org/W3143824118; https://openalex.org/W3158842017; https://openalex.org/W3169474548; https://openalex.org/W3210969200; https://openalex.org/W3213426324; https://openalex.org/W4210795368; https://openalex.org/W4213325773; https://openalex.org/W4220684364; https://openalex.org/W4283662442; https://openalex.org/W4283768434; https://openalex.org/W4289884374; https://openalex.org/W4293202085; https://openalex.org/W4296743457; https://openalex.org/W4297996724; https://openalex.org/W4378782638; https://openalex.org/W4389839144; https://openalex.org/W6782577047; https://openalex.org/W6786154653,Land Use Policy,en,False
W4409540095,10.5195/jwsr.2025.1298,Ecological Unequal Exchange,2025,"The Marxist theory of unequal exchange challenges the idea that trade never results in outright losses. As a biophysical process, ecological unequal exchange reveals global disparities in resource flows. Using material flow analysis, alternative indicators, and new country clusters, this study updates earlier research and identifies a new phase of intensified disparities since 2015, with rising net outflows of resources from low-income countries (LICs) to high-income countries (HICs). From 1970 to 2024, HICs accumulated 290 gigatons (Gt) of raw material equivalents (RMEs) as net imports, while upper-middle-income, lower-middle-income, and low-income countries net-exported 164 Gt, 53.1 Gt, and 9.6 Gt, respectively. In a relative sense, LICs consume 13.3 percent less RMEs than they extract domestically, while HICs consume 25.4 percent more. This study challenges assumptions about global divisions of labor: not all HICs are net-importers of RMEs, nor are all LICs net-exporters. However, net-exporter HICs earn more than net-exporter LICs, and net-importer HICs spend less than net-importer LICs. On average, LICs export 6 tons of RMEs to earn what HICs earns from 1 ton; for net-exporter LICs, this ratio rises to 12.7 tons. The more a country exploits the environment, domestically or abroad, the more it earns.",Crelis Rammelt; Raimon C. Ylla-Catala,A5005445191; A5117191733,University of Amsterdam (NL); University of Amsterdam (NL),Ecology; Geography; Environmental science; Biology,ecology; geography; environmental-science; biology,https://openalex.org/W1738944162; https://openalex.org/W1983716515; https://openalex.org/W1990164247; https://openalex.org/W1997312490; https://openalex.org/W2056926496; https://openalex.org/W2059456161; https://openalex.org/W2074078642; https://openalex.org/W2088030007; https://openalex.org/W2111068618; https://openalex.org/W2115328246; https://openalex.org/W2119211517; https://openalex.org/W2162141368; https://openalex.org/W2169776575; https://openalex.org/W2291058877; https://openalex.org/W2321483768; https://openalex.org/W2345419491; https://openalex.org/W2557909387; https://openalex.org/W2562324168; https://openalex.org/W2618852203; https://openalex.org/W2729743235; https://openalex.org/W2737793390; https://openalex.org/W2743381055; https://openalex.org/W2788955535; https://openalex.org/W2811505433; https://openalex.org/W2980187407; https://openalex.org/W3083280272; https://openalex.org/W3097124494; https://openalex.org/W3109596871; https://openalex.org/W3144452147; https://openalex.org/W3175677670; https://openalex.org/W4206320582; https://openalex.org/W4212948295; https://openalex.org/W4281481120; https://openalex.org/W4292338315; https://openalex.org/W4388794117; https://openalex.org/W4396494537; https://openalex.org/W4396634190; https://openalex.org/W6642755805; https://openalex.org/W6657204294; https://openalex.org/W6751473861; https://openalex.org/W6831152815; https://openalex.org/W6850946828; https://openalex.org/W7057735341,Journal of World-Systems Research,en,False
W3209184812,10.1016/j.ecolecon.2021.107269,Ecological unequal exchange between Turkey and the European Union: An assessment from value added perspective,2021,,Gül İpek Tunç; Elif Akbostancı; Serap Türüt-Aşık,A5007464332; A5030808514; A5041222077,Middle East Technical University (TR); Middle East Technical University (TR); Middle East Technical University (TR),European union; Greenhouse gas; Context (archaeology); Economics; Value (mathematics); Consumption (sociology); International trade; International economics; Globalization; Added value; Goods and services; Agricultural economics; Natural resource economics; Business; Economy; Geography; Ecology; Macroeconomics; Market economy,european-union; greenhouse-gas; context; economics; value; consumption; international-trade; international-economics; globalization; added-value; goods-and-services; agricultural-economics; natural-resource-economics; business; economy; geography; ecology; macroeconomics; market-economy,https://openalex.org/W1588495026; https://openalex.org/W1616101857; https://openalex.org/W1970139579; https://openalex.org/W1992683955; https://openalex.org/W2013402297; https://openalex.org/W2030319020; https://openalex.org/W2041490855; https://openalex.org/W2056926496; https://openalex.org/W2069921900; https://openalex.org/W2102966366; https://openalex.org/W2111102226; https://openalex.org/W2119211517; https://openalex.org/W2156203513; https://openalex.org/W2159596579; https://openalex.org/W2162141368; https://openalex.org/W2181218826; https://openalex.org/W2321511225; https://openalex.org/W2321835891; https://openalex.org/W2347141676; https://openalex.org/W2557126631; https://openalex.org/W2788955535; https://openalex.org/W2930040016; https://openalex.org/W2979882099; https://openalex.org/W2991195287; https://openalex.org/W2995072805; https://openalex.org/W3010507923; https://openalex.org/W3016082502; https://openalex.org/W3083280272; https://openalex.org/W3097124494; https://openalex.org/W3125711463; https://openalex.org/W6636465677; https://openalex.org/W6776617174,Ecological Economics,en,False
W2562324168,10.2458/v23i1.20223,"Linking ecological debt and ecologically unequal exchange: stocks, flows, and unequal sink appropriation",2016,"Ecological debt is usually conceptualized as the accumulated result of different kinds of uneven flows of natural resources and waste, but these flows are seldom referred to as ecologically unequal exchange. Ecologically unequal exchange, on the other hand, is usually defined as different flows of resources and waste, but the accumulated results of these flows are seldom referred to as ecological debt. In this article, influential definitions and conceptualizations of ecological debt and ecologically unequal exchange are compared and the notions linked together analytically with a stock-flow perspective. A particular challenge is presented by emissions of substances that have global consequences, most importantly carbon dioxide and other greenhouse gases. They form part of ecologically unequal exchange, but what is unequal is not the exchange of resources or energy, but the appropriation of the sinks that absorb these substances. New concepts, unequal sink appropriation and the more specific carbon sink appropriation are proposed as a way of highlighting this distinction.",Rikard Warlenius,A5020507738,Lund University (SE),Appropriation; Natural resource economics; Greenhouse gas; Debt; Sink (geography); Carbon sink; Economics; Ecology; Business; Environmental science; Climate change; Geography; Finance; Biology,appropriation; natural-resource-economics; greenhouse-gas; debt; sink; carbon-sink; economics; ecology; business; environmental-science; climate-change; geography; finance; biology,https://openalex.org/W148464764; https://openalex.org/W222966551; https://openalex.org/W401135514; https://openalex.org/W591561411; https://openalex.org/W636349284; https://openalex.org/W651598703; https://openalex.org/W1247171326; https://openalex.org/W1509006868; https://openalex.org/W1557989049; https://openalex.org/W1569701617; https://openalex.org/W1572762085; https://openalex.org/W1591166682; https://openalex.org/W1687549561; https://openalex.org/W1738944162; https://openalex.org/W1760358764; https://openalex.org/W1873550992; https://openalex.org/W1966605003; https://openalex.org/W1970139579; https://openalex.org/W1973176252; https://openalex.org/W1974797333; https://openalex.org/W1986552857; https://openalex.org/W1988958743; https://openalex.org/W1990164247; https://openalex.org/W1996628034; https://openalex.org/W1997312490; https://openalex.org/W1999061137; https://openalex.org/W2003132638; https://openalex.org/W2006759735; https://openalex.org/W2012254774; https://openalex.org/W2013402297; https://openalex.org/W2030680762; https://openalex.org/W2030978014; https://openalex.org/W2031736557; https://openalex.org/W2032498967; https://openalex.org/W2040057718; https://openalex.org/W2041490855; https://openalex.org/W2048034272; https://openalex.org/W2048051304; https://openalex.org/W2048293151; https://openalex.org/W2051049084; https://openalex.org/W2056926496; https://openalex.org/W2057002878; https://openalex.org/W2057810683; https://openalex.org/W2059456161; https://openalex.org/W2085683054; https://openalex.org/W2089327955; https://openalex.org/W2091709473; https://openalex.org/W2091748877; https://openalex.org/W2100231337; https://openalex.org/W2108057681; https://openalex.org/W2119211517; https://openalex.org/W2137540105; https://openalex.org/W2142043891; https://openalex.org/W2167545656; https://openalex.org/W2169776575; https://openalex.org/W2184625852; https://openalex.org/W2319568853; https://openalex.org/W2329021176; https://openalex.org/W2581233708; https://openalex.org/W2618067250; https://openalex.org/W2949513949; https://openalex.org/W3159280209; https://openalex.org/W3216928223; https://openalex.org/W4236975506; https://openalex.org/W4298026979; https://openalex.org/W4298162800; https://openalex.org/W4300992326; https://openalex.org/W4312100536; https://openalex.org/W6628336124; https://openalex.org/W6630499190; https://openalex.org/W6634205608; https://openalex.org/W6639486880; https://openalex.org/W6658666898; https://openalex.org/W6660395347; https://openalex.org/W6671780278; https://openalex.org/W6675024767; https://openalex.org/W6850696550; https://openalex.org/W6986386144; https://openalex.org/W7002005117; https://openalex.org/W7014770401; https://openalex.org/W7056187441,Journal of Political Ecology,en,False
W2620457709,10.2458/v23i1.20222,Cumulative material flows provide indicators to quantify the ecological debt,2016,"There is ample evidence that an unabated growth in material consumption is likely to pass the earth system's source and sink capacities. In the face of limited resources, distributional questions increasingly gain importance. Material flow accounting is a methodological tool to trace biophysical patterns of disproportionate resource consumption across countries and the debt towards the environment, other parts of the world, and towards future generations through the excessive consumption of natural resources. At the core of this article, we address different developments of material use for individual countries and world regions from 1950 to 2010. During this phase, fossil fuel-based industrialization triggered an unprecedented growth in material consumption, mainly in the wealthy world regions of Europe, Australia, North America, and partly in the countries of the former Soviet Union, while low resource consumption persists in other regions. We thus calculated cumulative resource use from 1950 to 2010 to show the extent of this wealth built up upon countries' own resources, or through imports from other countries or world regions. We use the degree of net-import dependency of individual countries as a proxy for the ecological debt, and relate it to the domestic resource extraction in a country. Our observations show that there was a highly uneven distribution of resource extraction and use in the 60 years analyzed, which has important implications for future global resource policies.",Andreas Mayer; Willi Haas,A5101736941; A5090760544,,Natural resource; Natural resource economics; Proxy (statistics); Resource (disambiguation); Consumption (sociology); Debt; Industrialisation; Economics; Geography; Economic geography; Business; Ecology; Macroeconomics; Market economy,natural-resource; natural-resource-economics; proxy; resource; consumption; debt; industrialisation; economics; geography; economic-geography; business; ecology; macroeconomics; market-economy,https://openalex.org/W266724779; https://openalex.org/W651096281; https://openalex.org/W1540309666; https://openalex.org/W1567277510; https://openalex.org/W1571298011; https://openalex.org/W1577300141; https://openalex.org/W1865643671; https://openalex.org/W1965592156; https://openalex.org/W1967546379; https://openalex.org/W1980314759; https://openalex.org/W1986875667; https://openalex.org/W1992391390; https://openalex.org/W2010425532; https://openalex.org/W2017541733; https://openalex.org/W2023211834; https://openalex.org/W2024024581; https://openalex.org/W2026087447; https://openalex.org/W2028502628; https://openalex.org/W2028648240; https://openalex.org/W2030608117; https://openalex.org/W2043402897; https://openalex.org/W2045987553; https://openalex.org/W2048051304; https://openalex.org/W2061216116; https://openalex.org/W2075381148; https://openalex.org/W2083455829; https://openalex.org/W2085683054; https://openalex.org/W2086036483; https://openalex.org/W2088965446; https://openalex.org/W2089327955; https://openalex.org/W2090967692; https://openalex.org/W2093154430; https://openalex.org/W2096885696; https://openalex.org/W2101025401; https://openalex.org/W2105537763; https://openalex.org/W2113908401; https://openalex.org/W2124622654; https://openalex.org/W2126212614; https://openalex.org/W2128956132; https://openalex.org/W2133920545; https://openalex.org/W2143874113; https://openalex.org/W2144902479; https://openalex.org/W2151691147; https://openalex.org/W2153505582; https://openalex.org/W2153820558; https://openalex.org/W2156659366; https://openalex.org/W2160750143; https://openalex.org/W2164706901; https://openalex.org/W2167555648; https://openalex.org/W2179946186; https://openalex.org/W2275435861; https://openalex.org/W2319568853; https://openalex.org/W2898123036; https://openalex.org/W2951306510; https://openalex.org/W3106083306; https://openalex.org/W3159280209; https://openalex.org/W6609921129; https://openalex.org/W6657958280; https://openalex.org/W6669647426; https://openalex.org/W6675404599; https://openalex.org/W6675798746; https://openalex.org/W6850696550; https://openalex.org/W7056187441,Journal of Political Ecology,en,False
W4316371191,10.1016/j.apr.2023.101661,Ecological unequal exchange between China and European Union: An investigation from global value chains and carbon emissions viewpoint,2023,,Yulong Zhang; Cuiping Liao; Binbin Pan,A5100635551; A5048207347; A5068630072,Chinese Academy of Sciences (CN); Guangzhou Institute of Energy Conversion (CN); Guangzhou Institute of Energy Conversion (CN); Chinese Academy of Sciences (CN); Sun Yat-sen University (CN),China; European union; Value (mathematics); International trade; International economics; Business; Bilateral trade; Economics; Geography,china; european-union; value; international-trade; international-economics; business; bilateral-trade; economics; geography,https://openalex.org/W1997312490; https://openalex.org/W2051959187; https://openalex.org/W2346836002; https://openalex.org/W2760889115; https://openalex.org/W2800846169; https://openalex.org/W2809856553; https://openalex.org/W2887557516; https://openalex.org/W2902471502; https://openalex.org/W2913051656; https://openalex.org/W2917881351; https://openalex.org/W2943374163; https://openalex.org/W2945557658; https://openalex.org/W2954575718; https://openalex.org/W2972156512; https://openalex.org/W2995485375; https://openalex.org/W3010013823; https://openalex.org/W3094148576; https://openalex.org/W3097124494; https://openalex.org/W3100428128; https://openalex.org/W3119953297; https://openalex.org/W3125711463; https://openalex.org/W3127559052; https://openalex.org/W3158748634; https://openalex.org/W3188598489; https://openalex.org/W3201145281; https://openalex.org/W3212768009; https://openalex.org/W4200295247; https://openalex.org/W4226025179; https://openalex.org/W6762409507; https://openalex.org/W6771720264,Atmospheric Pollution Research,en,False
W1978028715,10.1080/15239081003719193,Ecological Debt: Exploring the Factors that Affect National Footprints,2010,"Environmental or ‘ecological’ footprints have been widely used as aggregate indicators of the human appropriation of natural capital with prevailing technology. They represent a partial measure of a community's pathway towards sustainable development. Footprints vary between countries at different stages of economic development and varying geographic characteristics. Dimensional analysis techniques from engineering and the thermal sciences have been employed to determine the influence of a wide range of parameters on per capita national footprints, including per capita national income, population density, pollutant emission intensity, local climate, soil productivity, and technology. One hundred and nine countries made up the final database (based on 2003 international statistical data sets). Per capita national environmental footprints are found to be strongly dependent on per capita national income, and only weakly on population density. The implications of the findings are illustrated by reference to the situation in the G8 + 5 nations. Variations about the resulting power–law correlation suggest the extent to which individual nations are frugal or profligate in terms of their resource use and environmental impacts. The ecological debt owed by the industrialized countries of the North to the developing nations of the populous South is highlighted.",Gemma Cranston; Geoffrey P. Hammond; R. C. Johnson,A5065872877; A5069523442; A5113609421,University of Bath (GB); University of Bath (GB); Centre for Sustainable Energy (GB); University of Bath (GB),Ecological footprint; Per capita; Population; Geography; Sustainability; Natural capital; Natural resource; Per capita income; Sustainable development; Natural resource economics; Gross national income; Gross domestic product; Economics; Ecology; Environmental resource management; Economic growth; Ecosystem services,ecological-footprint; per-capita; population; geography; sustainability; natural-capital; natural-resource; per-capita-income; sustainable-development; natural-resource-economics; gross-national-income; gross-domestic-product; economics; ecology; environmental-resource-management; economic-growth; ecosystem-services,https://openalex.org/W33517402; https://openalex.org/W49479346; https://openalex.org/W101135972; https://openalex.org/W280163183; https://openalex.org/W623224144; https://openalex.org/W644940498; https://openalex.org/W1483677947; https://openalex.org/W1524961168; https://openalex.org/W1539804594; https://openalex.org/W1581862528; https://openalex.org/W1970852348; https://openalex.org/W1989838436; https://openalex.org/W2031307450; https://openalex.org/W2033216070; https://openalex.org/W2047856663; https://openalex.org/W2057305715; https://openalex.org/W2061195351; https://openalex.org/W2072572975; https://openalex.org/W2103363550; https://openalex.org/W2116018954; https://openalex.org/W2127867569; https://openalex.org/W2554800123; https://openalex.org/W3037339115; https://openalex.org/W3135109524,Journal of Environmental Policy & Planning,en,False
W2592356138,10.2458/v21i1.21124,Between activism and science: grassroots concepts for sustainability coined by Environmental Justice Organizations,2014,"In their own battles and strategy meetings since the early 1980s, EJOs (environmental justice organizations) and their networks have introduced several concepts to political ecology that have also been taken up by academics and policy makers. In this paper, we explain the contexts in which such notions have arisen, providing definitions of a wide array of concepts and slogans related to environmental inequities and sustainability, and explore the connections and relations between them. These concepts include: environmental justice, ecological debt, popular epidemiology, environmental racism, climate justice, environmentalism of the poor, water justice, biopiracy, food sovereignty, ""green deserts"", ""peasant agriculture cools downs the Earth"", land grabbing, Ogonization and Yasunization, resource caps, corporate accountability, ecocide, and indigenous territorial rights, among others. We examine how activists have coined these notions and built demands around them, and how academic research has in turn further applied them and supplied other related concepts, working in a mutually reinforcing way with EJOs. We argue that these processes and dynamics build an activist-led and co-produced social sustainability science, furthering both academic scholarship and activism on environmental justice.",Joan Martínez Alier; Stanislav Shmelev,A5004042357; A5049502952,Universitat Autònoma de Barcelona (ES),Environmental justice; Environmentalism; Grassroots; Environmental ethics; Sustainability; Scholarship; Sociology; Indigenous; Political science; Political ecology; Climate justice; Environmental studies; Economic Justice; Politics; Law; Ecology; Climate change,environmental-justice; environmentalism; grassroots; environmental-ethics; sustainability; scholarship; sociology; indigenous; political-science; political-ecology; climate-justice; environmental-studies; economic-justice; politics; law; ecology; climate-change,https://openalex.org/W39838849; https://openalex.org/W82976660; https://openalex.org/W91194789; https://openalex.org/W147937154; https://openalex.org/W160500913; https://openalex.org/W193929132; https://openalex.org/W316671780; https://openalex.org/W435401431; https://openalex.org/W564851044; https://openalex.org/W568129555; https://openalex.org/W570650193; https://openalex.org/W571924660; https://openalex.org/W573704088; https://openalex.org/W573931508; https://openalex.org/W576583604; https://openalex.org/W578778883; https://openalex.org/W589250096; https://openalex.org/W591561411; https://openalex.org/W614736872; https://openalex.org/W616805653; https://openalex.org/W621862612; https://openalex.org/W622111395; https://openalex.org/W644940498; https://openalex.org/W654686773; https://openalex.org/W655364166; https://openalex.org/W656720890; https://openalex.org/W657620444; https://openalex.org/W1239215947; https://openalex.org/W1247171326; https://openalex.org/W1421354461; https://openalex.org/W1479808467; https://openalex.org/W1482149660; https://openalex.org/W1487319106; https://openalex.org/W1495278944; https://openalex.org/W1500660161; https://openalex.org/W1506954881; https://openalex.org/W1512117345; https://openalex.org/W1516080007; https://openalex.org/W1518215334; https://openalex.org/W1523248977; https://openalex.org/W1538244819; https://openalex.org/W1539308977; https://openalex.org/W1539621049; https://openalex.org/W1547879894; https://openalex.org/W1553033536; https://openalex.org/W1557989049; https://openalex.org/W1562479083; https://openalex.org/W1566890474; https://openalex.org/W1567962490; https://openalex.org/W1572893935; https://openalex.org/W1573302411; https://openalex.org/W1575914683; https://openalex.org/W1591166682; https://openalex.org/W1595403411; https://openalex.org/W1595652305; https://openalex.org/W1597172957; https://openalex.org/W1601590165; https://openalex.org/W1602775671; https://openalex.org/W1607813434; https://openalex.org/W1659143523; https://openalex.org/W1750986932; https://openalex.org/W1884434851; https://openalex.org/W1902314391; https://openalex.org/W1942258133; https://openalex.org/W1963684733; https://openalex.org/W1966605003; https://openalex.org/W1973176252; https://openalex.org/W1973318389; https://openalex.org/W1973954730; https://openalex.org/W1974075073; https://openalex.org/W1974564128; https://openalex.org/W1980314759; https://openalex.org/W1982053377; https://openalex.org/W1996316216; https://openalex.org/W1996349744; https://openalex.org/W1996628034; https://openalex.org/W1998173620; https://openalex.org/W1998742855; https://openalex.org/W2004961518; https://openalex.org/W2006467409; https://openalex.org/W2008114235; https://openalex.org/W2008996531; https://openalex.org/W2010516257; https://openalex.org/W2012254774; https://openalex.org/W2013402297; https://openalex.org/W2014182960; https://openalex.org/W2021001691; https://openalex.org/W2022814637; https://openalex.org/W2023723950; https://openalex.org/W2025982662; https://openalex.org/W2030655414; https://openalex.org/W2030787275; https://openalex.org/W2033583754; https://openalex.org/W2034283967; https://openalex.org/W2035353157; https://openalex.org/W2040538614; https://openalex.org/W2040777013; https://openalex.org/W2041819150; https://openalex.org/W2043070898; https://openalex.org/W2043699734; https://openalex.org/W2051321812; https://openalex.org/W2054308231; https://openalex.org/W2056926496; https://openalex.org/W2057357715; https://openalex.org/W2057931959; https://openalex.org/W2060306247; https://openalex.org/W2061668231; https://openalex.org/W2063059716; https://openalex.org/W2063877192; https://openalex.org/W2067361057; https://openalex.org/W2067580676; https://openalex.org/W2068549644; https://openalex.org/W2069878420; https://openalex.org/W2071735537; https://openalex.org/W2073478361; https://openalex.org/W2074580217; https://openalex.org/W2076362506; https://openalex.org/W2076566559; https://openalex.org/W2082793946; https://openalex.org/W2089327955; https://openalex.org/W2091709473; https://openalex.org/W2091795684; https://openalex.org/W2098871663; https://openalex.org/W2112560808; https://openalex.org/W2115012914; https://openalex.org/W2116417465; https://openalex.org/W2116575632; https://openalex.org/W2118434792; https://openalex.org/W2122325078; https://openalex.org/W2125058066; https://openalex.org/W2126585096; https://openalex.org/W2126838209; https://openalex.org/W2128207432; https://openalex.org/W2128697261; https://openalex.org/W2137540105; https://openalex.org/W2138587975; https://openalex.org/W2140675380; https://openalex.org/W2143132840; https://openalex.org/W2143767744; https://openalex.org/W2148732650; https://openalex.org/W2149970882; https://openalex.org/W2150141679; https://openalex.org/W2153194442; https://openalex.org/W2159167826; https://openalex.org/W2164334321; https://openalex.org/W2165082200; https://openalex.org/W2169091890; https://openalex.org/W2171848356; https://openalex.org/W2175723801; https://openalex.org/W2212707908; https://openalex.org/W2298327222; https://openalex.org/W2302608887; https://openalex.org/W2319568853; https://openalex.org/W2320646653; https://openalex.org/W2487318391; https://openalex.org/W2488167377; https://openalex.org/W2509117576; https://openalex.org/W2558607969; https://openalex.org/W2565699167; https://openalex.org/W2568822415; https://openalex.org/W2578584143; https://openalex.org/W2580230008; https://openalex.org/W2592836093; https://openalex.org/W2603115376; https://openalex.org/W2604442016; https://openalex.org/W2606168528; https://openalex.org/W2741785244; https://openalex.org/W2753514269; https://openalex.org/W2761366574; https://openalex.org/W2765155369; https://openalex.org/W2782164276; https://openalex.org/W2783900590; https://openalex.org/W2785127367; https://openalex.org/W2901206765; https://openalex.org/W2941444685; https://openalex.org/W3021686098; https://openalex.org/W3048682234; https://openalex.org/W3106760113; https://openalex.org/W3121653486; https://openalex.org/W3124676054; https://openalex.org/W3127572256; https://openalex.org/W3128101214; https://openalex.org/W3140490681; https://openalex.org/W3144039943; https://openalex.org/W3152418774; https://openalex.org/W3159280209; https://openalex.org/W3196959624; https://openalex.org/W3217220183; https://openalex.org/W4232305462; https://openalex.org/W4232526858; https://openalex.org/W4233189840; https://openalex.org/W4233915062; https://openalex.org/W4238073656; https://openalex.org/W4239054152; https://openalex.org/W4239421629; https://openalex.org/W4239528198; https://openalex.org/W4240035647; https://openalex.org/W4242732899; https://openalex.org/W4245805227; https://openalex.org/W4248432196; https://openalex.org/W4250449328; https://openalex.org/W4252487411; https://openalex.org/W4252748097; https://openalex.org/W4285719527; https://openalex.org/W4293402844; https://openalex.org/W4299341209; https://openalex.org/W4301011076; https://openalex.org/W4301267015; https://openalex.org/W4301378955; https://openalex.org/W4301408177; https://openalex.org/W4380764505; https://openalex.org/W4389266611; https://openalex.org/W4395699796; https://openalex.org/W4399989433; https://openalex.org/W6601673023; https://openalex.org/W6616702184; https://openalex.org/W6616805983; https://openalex.org/W6619722480; https://openalex.org/W6621187288; https://openalex.org/W6621883857; https://openalex.org/W6628336124; https://openalex.org/W6630123270; https://openalex.org/W6636116788; https://openalex.org/W6636467996; https://openalex.org/W6641865735; https://openalex.org/W6644093368; https://openalex.org/W6645660529; https://openalex.org/W6651703445; https://openalex.org/W6677729076; https://openalex.org/W6678504357; https://openalex.org/W6678592594; https://openalex.org/W6680228642; https://openalex.org/W6683203252; https://openalex.org/W6685120645; https://openalex.org/W6688961690; https://openalex.org/W6692378038; https://openalex.org/W6730548376; https://openalex.org/W6827908398; https://openalex.org/W6850696550; https://openalex.org/W7010406827; https://openalex.org/W7037984302; https://openalex.org/W7046701048; https://openalex.org/W7056187441; https://openalex.org/W7073934388,Journal of Political Ecology,en,False
W2801148776,10.4337/9781840649093.00014,The Ecological Debt,2002,,Joan Martínez Alier,A5004042357,,Ecology; Geography; Business; Biology,ecology; geography; business; biology,,Edward Elgar Publishing eBooks,en,False
